R1P,0,0:0R1P,0,0:0R1P,0,0:0
R1P,0,0:0,0.402755249066633,1.417860568620698,2.9346,2R1P,0,0:0
R1P,0,0:0,0.283604507653708,1.33629602298929,2.7605,2R1P,0,0:0
R1P,0,0:0,0.161697672704643,1.255322606422441,2.6598,2R1P,0,0:0
R1P,0,0:0,0.036069830448306,1.174968094684617,2.6238,2R1P,0,0:0
R1P,0,0:0,6.188853989953463,1.095270739056604,2.6501,2R1P,0,0:0
R1P,0,0:0,6.052442520776667,1.01627934084131,2.711,2R1P,0,0:0
R1P,0,0:0,5.908583668510521,0.938061059572236,2.7981,2R1P,0,0:0
R1P,0,0:0,5.755523427102533,0.860701904751794,2.9687,2R1P,0,0:0
R1P,0,0:0,5.59111359402138,0.784311936356561,2.7248,2R1P,0,0:0
R1P,0,0:0,5.412605045871981,0.70903910801603,2.5284,2R1P,0,0:0
R1P,0,0:0,5.21646937060189,0.635079131581323,2.3738,2R1P,0,0:0
R1P,0,0:0,4.998035858983753,0.562694878437059,2.2556,2R1P,0,0:0
R1P,0,0:0,4.75090780927782,0.492254034735696,2.1644,2R1P,0,0:0
R1P,0,0:0,4.466252732690072,0.424275905586558,1.5246,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:0,3.728200376144149,0.299066648579912,2.0113,2R1P,0,0:0
R1P,0,0:0,3.230498150101401,0.244588003255205,1.9904,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:0,4.821100115886428,0.124674484826403,1.9432,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:0,4.896473839989402,0.122266770101862,1.9431,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:0,4.945326238980987,0.12226599524148,1.9433,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:0,4.99415203939984,0.122265905834513,1.9432,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:0,5.042968520344642,0.122265964354072,1.9412,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:0,5.091808357657341,0.122266038859878,1.9428,2R1P,0,0:0
R1P,0,0:1285,0,0,0,2
R1P,0,0:0R1P,0,0:1285,0,0,0,2
